case_name,benchmark,rs,partial_rs,difficulty_level,is_fn
matplotlib@@matplotlib_patches.py@@_get_bracket_L3427.jsonl,Real,0,0.6363636363636364,difficult,False
scikit-learn__scikit-learn-11235@@sklearn.preprocessing.data.partial_fit.jsonl,Swebench,0,0.032520325203252036,difficult,False
sympy__sympy-18728@@sympy.core.power._eval_is_extended_real.jsonl,Swebench,0,0.6666666666666666,difficult,False
matplotlib@@matplotlib_bezier.py@@axis_aligned_extrema_L288.jsonl,Real,0,0.3333333333333333,difficult,False
scikit-learn@@sklearn_base.py@@set_params_L338.jsonl,Real,0,0.08333333333333333,difficult,False
astropy__astropy-13579@@astropy.wcs.wcsapi.wrappers.sliced_wcs.world_to_pixel_values.jsonl,Swebench,0,0.07692307692307693,difficult,False
scikit-learn__scikit-learn-11333@@sklearn.utils.metaestimators._set_params.jsonl,Swebench,0,0.3333333333333333,difficult,False
matplotlib@@matplotlib_font_manager.py@@__hash___L704.jsonl,Real,0,0.5,difficult,False
sympy__sympy-15011@@sympy.utilities.lambdif._preprocess.jsonl,Swebench,0,0.0,difficult,False
sympy__sympy-21208@@sympy.matrices.expressions.matexpr._matrix_derivative.jsonl,Swebench,1,1,difficult,True
attrs@@src_attr__make.py@@_fmt_converter_call_L3106.jsonl,Real,0,0.75,difficult,False
sympy@@sympy_simplify_fu.py@@TRmorrie_L1113.jsonl,Real,1,1.0,difficult,False
scikit-learn@@sklearn_compose__column_transformer.py@@transform_L1031.jsonl,Real,0,0.37037037037037035,difficult,False
scikit-learn__scikit-learn-13960@@sklearn.decomposition.incremental_pca.partial_fit.jsonl,Swebench,0,0.0,difficult,False
scikit-learn__scikit-learn-13779@@sklearn.ensemble.voting.fit.jsonl,Swebench,1,1,difficult,True
scikit-learn@@sklearn_decomposition__nmf.py@@transform_L2316.jsonl,Real,0,0.19318181818181818,difficult,False
matplotlib@@matplotlib_backends_registry.py@@resolve_backend_L319.jsonl,Real,1,1.0,difficult,False
scikit-learn__scikit-learn-13960@@sklearn.decomposition.incremental_pca.fit.jsonl,Swebench,0,0.09433962264150944,difficult,False
sympy@@sympy_functions_elementary_exponential.py@@_eval_expand_log_L800.jsonl,Real,1,1,difficult,True
sympy@@sympy_core_mul.py@@_eval_expand_mul_L944.jsonl,Real,0,0.125,difficult,False
matplotlib@@matplotlib_artist.py@@pprint_setters_L1607.jsonl,Real,0,0.5,difficult,False
scikit-learn__scikit-learn-26323@@sklearn.compose._column_transformer.set_output.jsonl,Swebench,1,1.0,difficult,False
sympy@@sympy_core_expr.py@@_eval_is_extended_positive_negative_L912.jsonl,Real,0,0.6666666666666666,difficult,False
scikit-learn__scikit-learn-14764@@sklearn.datasets.samples_generator.make_classification.jsonl,Swebench,0,0.5294117647058824,difficult,False
scikit-learn__scikit-learn-15119@@sklearn.pipeline.fit.jsonl,Swebench,0,0.005298013245033113,difficult,False
sympy__sympy-13259@@sympy.simplify.fu.f.jsonl,Swebench,0,0.6666666666666666,difficult,False
sympy@@sympy_multipledispatch_dispatcher.py@@register_L120.jsonl,Real,0,0.3333333333333333,difficult,False
scikit-learn__scikit-learn-14706@@sklearn.kernel_approximation._get_kernel_params.jsonl,Swebench,0,0.0,difficult,False
matplotlib@@matplotlib_cbook.py@@_reshape_2D_L1391.jsonl,Real,0,0.0,difficult,False
scikit-learn__scikit-learn-14704@@sklearn.model_selection._split._make_test_folds.jsonl,Swebench,0,0.0036737692872887582,difficult,False
matplotlib@@matplotlib__api_deprecation.py@@deprecated_L97.jsonl,Real,0,0.0,difficult,False
scikit-learn__scikit-learn-12758@@sklearn.metrics.classification.classification_report.jsonl,Swebench,0,0.013157894736842105,difficult,False
scikit-learn__scikit-learn-11042@@sklearn.preprocessing.data.transform.jsonl,Swebench,0,0.0,difficult,False
django__django-11206@@django.utils.numberformat.format.jsonl,Swebench,1,1.0,difficult,False
sympy__sympy-13264@@sympy.simplify.simplif.simplify.jsonl,Swebench,0,0.0,difficult,False
sympy@@sympy_core_power.py@@_eval_is_finite_L633.jsonl,Real,0,0.6666666666666666,difficult,False
sphinx-doc__sphinx-9015@@sphinx.util.typing.restify.jsonl,Swebench,0,0.75,difficult,False
sphinx-doc__sphinx-9665@@sphinx.util.typing.restify.jsonl,Swebench,0,0.0,difficult,False
packaging@@src_packaging_metadata.py@@parse_email_L338.jsonl,Real,0,0.6666666666666666,difficult,False
astropy__astropy-14253@@astropy.units.quantit._result_as_quantity.jsonl,Swebench,0,0.9473684210526315,difficult,False
scikit-learn@@sklearn_ensemble__iforest.py@@decision_function_L433.jsonl,Real,0,0.2926829268292683,difficult,False
scikit-learn@@sklearn_ensemble__forest.py@@_compute_oob_predictions_L558.jsonl,Real,0,0.08225108225108226,difficult,False
scikit-learn@@sklearn_impute__base.py@@_fit_L976.jsonl,Real,0,0.0,difficult,False
scikit-learn@@sklearn_compose__column_transformer.py@@_get_empty_routing_L1257.jsonl,Real,0,0.4117647058823529,difficult,False
matplotlib@@matplotlib_cbook.py@@_get_running_interactive_framework_L62.jsonl,Real,1,1.0,difficult,False
matplotlib@@matplotlib_font_manager.py@@get_stretch_L758.jsonl,Real,1,1,difficult,True
sympy@@sympy_core_expr.py@@as_terms_L1226.jsonl,Real,0,0.0,difficult,False
scikit-learn@@sklearn_ensemble__iforest.py@@score_samples_L484.jsonl,Real,0,0.0,difficult,False
scikit-learn@@sklearn_compose__column_transformer.py@@fit_L909.jsonl,Real,0,0.0,difficult,False
matplotlib@@matplotlib_tri__triangulation.py@@get_masked_triangles_L133.jsonl,Real,0,0.045454545454545456,difficult,False
sympy__sympy-13259@@sympy.simplify.fu._osborne.jsonl,Swebench,0,0.0,difficult,False
scikit-learn@@sklearn_svm__base.py@@_dense_predict_L448.jsonl,Real,1,1,difficult,True
sympy@@sympy_matrices_determinant.py@@_find_reasonable_pivot_L30.jsonl,Real,0,0.2857142857142857,difficult,False
sympy@@sympy_matrices_reductions.py@@_rank_L220.jsonl,Real,0,0.4,difficult,False
scikit-learn__scikit-learn-11315@@sklearn.utils.metaestimators._get_params.jsonl,Swebench,0,0.0,difficult,False
sympy__sympy-13265@@sympy.simplify.simplif.simplify.jsonl,Swebench,0,0.6666666666666666,difficult,False
scikit-learn@@sklearn_impute__base.py@@_validate_input_L330.jsonl,Real,0,0.011363636363636364,difficult,False
sympy@@sympy_printing_pretty_pretty.py@@_print_set_L2455.jsonl,Real,1,1,difficult,True
pydata__xarray-4758@@xarray.coding.times.decode_cf_datetime.jsonl,Swebench,0,0.25,difficult,False
pytest-dev__pytest-10893@@src._pytest.pathlib.on_rm_rf_error.jsonl,Swebench,0,0.2,difficult,False
scikit-learn@@sklearn_impute__knn.py@@transform_L254.jsonl,Real,0,0.11538461538461539,difficult,False
sympy@@sympy_printing_printer.py@@_print_L295.jsonl,Real,0,0.0,difficult,False
sympy@@sympy_polys_polytools.py@@_symbolic_factor_list_L6611.jsonl,Real,1,1.0,difficult,False
sympy@@sympy_core_mul.py@@as_real_imag_L870.jsonl,Real,0,0.6666666666666666,difficult,False
scikit-learn@@sklearn_base.py@@get_params_L240.jsonl,Real,0,0.0,difficult,False
matplotlib@@matplotlib_backends_registry.py@@resolve_gui_or_backend_L373.jsonl,Real,0,0.8,difficult,False
sympy__sympy-12472@@sympy.simplify.radsim.radsimp.jsonl,Swebench,0,0.25,difficult,False
sympy@@sympy_core_mul.py@@matches_L1047.jsonl,Real,0,0.4,difficult,False
sympy__sympy-12088@@sympy.simplify.simplif.nsimplify.jsonl,Swebench,0,0.0,difficult,False
django__django-15741@@django.utils.formats.get_format.jsonl,Swebench,0,0.3333333333333333,difficult,False
Pillow@@src_PIL_ImageMorph.py@@build_lut_L142.jsonl,Real,0,0.6,difficult,False
sympy@@sympy_matrices_expressions_matmul.py@@combine_powers_L322.jsonl,Real,1,1.0,difficult,False
scikit-learn@@sklearn_utils__pprint.py@@_safe_repr_L355.jsonl,Real,0,0.42857142857142855,difficult,False
attrs@@src_attr__make.py@@add_order_L1150.jsonl,Real,0,0.6,difficult,False
scikit-learn@@sklearn_preprocessing__encoders.py@@_compute_n_features_outs_L959.jsonl,Real,0,0.8666666666666667,difficult,False
sympy__sympy-13259@@sympy.simplify.fu._osbornei.jsonl,Swebench,1,1,difficult,True
astropy__astropy-13417@@astropy.io.fits.fitsrec._convert_other.jsonl,Swebench,0,0.2702702702702703,difficult,False
sympy@@sympy_matrices_expressions_matexpr.py@@__getitem___L294.jsonl,Real,0,0.5,difficult,False
sympy__sympy-18189@@sympy.solvers.diophantine.diophantine.jsonl,Swebench,0,0.0,difficult,False
matplotlib@@matplotlib__mathtext.py@@hpack_L1238.jsonl,Real,1,1,difficult,True
matplotlib@@matplotlib_transforms.py@@splitx_L562.jsonl,Real,0,0.47058823529411764,difficult,False
boto3@@boto3_session.py@@get_partition_for_region_L221.jsonl,Real,0,0.2,difficult,False
django__django-15248@@django.db.models.base.delete.jsonl,Swebench,0,0.0,difficult,False
scikit-learn@@sklearn_ensemble__forest.py@@_validate_y_class_weight_L829.jsonl,Real,0,0.0,difficult,False
attrs@@src_attr__make.py@@add_repr_L992.jsonl,Real,1,1,difficult,True
scikit-learn__scikit-learn-14544@@sklearn.compose._column_transformer.fit_transform.jsonl,Swebench,0,0.55,difficult,False
matplotlib@@matplotlib__mathtext.py@@vpack_L1312.jsonl,Real,0,0.6470588235294118,difficult,False
packaging@@src_packaging_specifiers.py@@__contains___L861.jsonl,Real,0,0.25,difficult,False
sympy__sympy-16088@@sympy.core.exprtools.factor_terms.jsonl,Swebench,0,0.0,difficult,False
astropy__astropy-8339@@astropy.stats.bayesian_blocks.fit.jsonl,Swebench,0,0.022222222222222223,difficult,False
matplotlib@@matplotlib_path.py@@copy_L271.jsonl,Real,0,0.4166666666666667,difficult,False
matplotlib@@matplotlib___init__.py@@_preprocess_data_L1432.jsonl,Real,0,0.5,difficult,False
sympy@@sympy_core_mul.py@@_eval_real_imag_L1508.jsonl,Real,0,0.3333333333333333,difficult,False
sympy__sympy-23141@@sympy.integrals.intpol.polytope_integrate.jsonl,Swebench,0,0.0,difficult,False
matplotlib@@matplotlib_backends_registry.py@@is_valid_backend_L202.jsonl,Real,0,0.6,difficult,False
sympy@@sympy_matrices_matrixbase.py@@row_join_L654.jsonl,Real,0,0.6,difficult,False
matplotlib@@matplotlib_path.py@@to_polygons_L728.jsonl,Real,0,0.0,difficult,False
sympy__sympy-13265@@sympy.simplify.trigsim.exptrigsimp.jsonl,Swebench,0,0.0,difficult,False
sympy@@sympy_algebras_quaternion.py@@to_euler_L465.jsonl,Real,0,0.3333333333333333,difficult,False
matplotlib@@matplotlib_transforms.py@@update_from_data_xy_L965.jsonl,Real,0,0.09523809523809523,difficult,False
matplotlib@@matplotlib_gridspec.py@@__getitem___L213.jsonl,Real,0,0.7857142857142857,difficult,False
scikit-learn@@sklearn_preprocessing__encoders.py@@transform_L1008.jsonl,Real,0,0.8125,difficult,False
matplotlib@@matplotlib_colors.py@@_repr_png__L2115.jsonl,Real,0,0.0,difficult,False
sympy@@sympy_functions_elementary_piecewise.py@@_piecewise_collapse_arguments_L1249.jsonl,Real,0,0.5,difficult,False
django__django-11334@@django.template.librar.simple_tag.jsonl,Swebench,1,1.0,difficult,False
sympy__sympy-12945@@sympy.core.basic.__eq__.jsonl,Swebench,1,1,difficult,True
scikit-learn@@sklearn_naive_bayes.py@@_partial_fit_L407.jsonl,Real,0,0.375,difficult,False
sympy@@sympy_core_function.py@@_eval_evalf_L534.jsonl,Real,0,0.3333333333333333,difficult,False
matplotlib@@matplotlib_artist.py@@aliased_name_L1563.jsonl,Real,1,1,difficult,True
sympy__sympy-13615@@sympy.sets.sets._complement.jsonl,Swebench,1,1.0,difficult,False
sympy@@sympy_polys_polyutils.py@@_parallel_dict_from_expr_no_gens_L271.jsonl,Real,0,0.75,difficult,False
sympy@@sympy_core_exprtools.py@@_mask_nc_L1272.jsonl,Real,1,1.0,difficult,False
matplotlib@@matplotlib_gridspec.py@@subplots_L250.jsonl,Real,0,0.375,difficult,False
matplotlib@@matplotlib_colors.py@@__call___L755.jsonl,Real,0,0.0,difficult,False
scikit-learn__scikit-learn-10577@@sklearn.datasets.samples_generator.make_blobs.jsonl,Swebench,0,0.2857142857142857,difficult,False
sympy@@sympy_simplify_fu.py@@TR8_L422.jsonl,Real,0,0.0,difficult,False
sympy@@sympy_matrices_reductions.py@@_row_reduce_list_L24.jsonl,Real,0,0.15789473684210525,difficult,False
scikit-learn__scikit-learn-25589@@sklearn.preprocessing._encoders._map_drop_idx_to_infrequent.jsonl,Swebench,0,0.14583333333333334,difficult,False
scikit-learn@@sklearn_decomposition__pca.py@@_fit_truncated_L696.jsonl,Real,0,0.0,difficult,False
sympy@@sympy_matrices_repmatrix.py@@_getitem_RepMatrix_L1047.jsonl,Real,0,0.0,difficult,False
sympy@@sympy_core_power.py@@as_content_primitive_L1725.jsonl,Real,1,1.0,difficult,False
django__django-11334@@django.template.librar.dec.jsonl,Swebench,0,0.875,difficult,False
scikit-learn@@sklearn_utils_multiclass.py@@unique_labels_L41.jsonl,Real,0,0.0,difficult,False
scikit-learn@@sklearn_utils__metadata_requests.py@@_get_metadata_request_L1523.jsonl,Real,0,0.2222222222222222,difficult,False
scikit-learn@@sklearn_impute__base.py@@_get_missing_features_info_L886.jsonl,Real,0,0.5555555555555556,difficult,False
sympy@@sympy_core_power.py@@_eval_is_algebraic_L1271.jsonl,Real,0,0.0,difficult,False
sympy@@sympy_logic_boolalg.py@@__new___L1328.jsonl,Real,0,0.6,difficult,False
scikit-learn@@sklearn_utils__metadata_requests.py@@_route_params_L456.jsonl,Real,0,0.4444444444444444,difficult,False
matplotlib__matplotlib-25405@@lib.matplotlib.ticker.tick_values.jsonl,Swebench,0,0.2857142857142857,difficult,False
matplotlib@@matplotlib__constrained_layout.py@@match_submerged_margins_L500.jsonl,Real,0,0.0,difficult,False
sympy@@sympy_core_exprtools.py@@factor_terms_L1158.jsonl,Real,0,0.0,difficult,False
sympy@@sympy_core_mul.py@@_eval_pos_neg_L1612.jsonl,Real,0,0.6666666666666666,difficult,False
scikit-learn__scikit-learn-13554@@sklearn.metrics.pairwise.euclidean_distances.jsonl,Swebench,0,0.125,difficult,False
django__django-16662@@django.db.migrations.writer.as_string.jsonl,Swebench,0,0.5714285714285714,difficult,False
sympy__sympy-15599@@sympy.core.mod.doit.jsonl,Swebench,1,1,difficult,True
scikit-learn@@sklearn_compose__target.py@@predict_L300.jsonl,Real,0,0.045871559633027525,difficult,False
sympy__sympy-13265@@sympy.simplify.trigsim.f.jsonl,Swebench,0,0.0,difficult,False
sympy@@sympy_core_mul.py@@_eval_is_zero_infinite_helper_L1306.jsonl,Real,0,0.6666666666666666,difficult,False
sympy__sympy-14038@@sympy.concrete.products._eval_product.jsonl,Swebench,0,0.0,difficult,False
sympy@@sympy_core_expr.py@@__int___L352.jsonl,Real,0,0.6666666666666666,difficult,False
django__django-12486@@django.utils.numberformat.format.jsonl,Swebench,1,1,difficult,True
scikit-learn@@sklearn_utils__mocking.py@@fit_L194.jsonl,Real,0,0.09782608695652174,difficult,False
attrs@@src_attr__make.py@@add_str_L1002.jsonl,Real,0,0.6666666666666666,difficult,False
sympy__sympy-21527@@sympy.polys.constructor._construct_simple.jsonl,Swebench,0,0.75,difficult,False
scikit-learn@@sklearn_utils_multiclass.py@@type_of_target_L240.jsonl,Real,1,1,difficult,True
sympy@@sympy_core_mul.py@@_eval_is_zero_L1373.jsonl,Real,0,0.6666666666666666,difficult,False
matplotlib@@matplotlib_font_manager.py@@get_family_L721.jsonl,Real,0,0.0,difficult,False
scikit-learn__scikit-learn-12682@@sklearn.decomposition.dict_learning.dict_learning.jsonl,Swebench,0,0.22857142857142856,difficult,False
matplotlib__matplotlib-24265@@lib.matplotlib.style.core.fix_style.jsonl,Swebench,1,1.0,difficult,False
sympy__sympy-18633@@sympy.tensor.toperators._expand_partial_derivative.jsonl,Swebench,1,1.0,difficult,False
scikit-learn@@sklearn_decomposition__pca.py@@_fit_full_L544.jsonl,Real,0,0.3333333333333333,difficult,False
sympy@@sympy_polys_matrices_sdm.py@@extract_L136.jsonl,Real,1,1,difficult,True
sympy@@sympy_concrete_expr_with_limits.py@@_common_new_L22.jsonl,Real,0,0.5,difficult,False
scikit-learn@@sklearn_gaussian_process_kernels.py@@set_params_L218.jsonl,Real,0,0.14285714285714285,difficult,False
sympy@@sympy_polys_polyoptions.py@@clone_L206.jsonl,Real,0,0.6666666666666666,difficult,False
sympy__sympy-23824@@sympy.physics.hep.gamma_matrices.kahane_simplify.jsonl,Swebench,0,0.0,difficult,False
sympy__sympy-11232@@sympy.matrices.expressions.matmul.args_cnc.jsonl,Swebench,1,1,difficult,True
scikit-learn@@sklearn_impute__base.py@@_sparse_fit_L472.jsonl,Real,0,0.4,difficult,False
matplotlib@@matplotlib_ticker.py@@format_data_L689.jsonl,Real,1,1,difficult,True
scikit-learn@@sklearn_gaussian_process_kernels.py@@__eq___L382.jsonl,Real,0,0.0,difficult,False
scikit-learn@@sklearn_ensemble__bagging.py@@predict_log_proba_L1055.jsonl,Real,0,0.03977272727272727,difficult,False
matplotlib@@matplotlib_font_manager.py@@get_weight_L749.jsonl,Real,1,1,difficult,True
sympy@@sympy_core_mul.py@@as_ordered_factors_L2099.jsonl,Real,1,1,difficult,True
sympy__sympy-13369@@sympy.polys.polyroots.roots.jsonl,Swebench,1,1.0,difficult,False
sympy__sympy-13551@@sympy.concrete.products._eval_product.jsonl,Swebench,0,0.0,difficult,False
sympy__sympy-23117@@sympy.tensor.array.ndim_arra.f.jsonl,Swebench,0,0.6666666666666666,difficult,False
sympy__sympy-11822@@sympy.printing.conventions.split_super_sub.jsonl,Swebench,0,0.0,difficult,False
django__django-11728@@django.contrib.admindocs.utils.replace_unnamed_groups.jsonl,Swebench,1,1.0,difficult,False
scikit-learn__scikit-learn-15625@@sklearn.metrics._classification.confusion_matrix.jsonl,Swebench,0,0.0,difficult,False
sympy@@sympy_core_operations.py@@_eval_evalf_L387.jsonl,Real,0,0.3333333333333333,difficult,False
sympy@@sympy_core_function.py@@expand_log_L2905.jsonl,Real,1,1,difficult,True
sympy__sympy-15232@@sympy.core.exprtools._mask_nc.jsonl,Swebench,0,0.0,difficult,False
sympy__sympy-13177@@sympy.core.mod.doit.jsonl,Swebench,0,0.0,difficult,False
sympy@@sympy_polys_polytools.py@@_parallel_poly_from_expr_L4800.jsonl,Real,0,0.0,difficult,False
scikit-learn@@sklearn_svm__base.py@@predict_L800.jsonl,Real,0,0.1322314049586777,difficult,False
scikit-learn@@sklearn_feature_selection__rfe.py@@_fit_L278.jsonl,Real,0,0.05084745762711865,difficult,False
scikit-learn__scikit-learn-25570@@sklearn.compose._column_transformer._hstack.jsonl,Swebench,0,0.0,difficult,False
scikit-learn__scikit-learn-10306@@sklearn.cross_decomposition.pls_._nipals_twoblocks_inner_loop.jsonl,Swebench,0,0.23809523809523808,difficult,False
sympy@@sympy_logic_algorithms_lra_theory.py@@_assert_lower_L478.jsonl,Real,0,0.4375,difficult,False
matplotlib@@matplotlib_artist.py@@__init_subclass___L119.jsonl,Real,0,0.0,difficult,False
matplotlib@@matplotlib_colorizer.py@@_ensure_multivariate_data_L837.jsonl,Real,0,0.5,difficult,False
sympy__sympy-16088@@sympy.core.exprtools.do.jsonl,Swebench,0,0.6666666666666666,difficult,False
sympy@@sympy_polys_matrices_sdm.py@@to_list_L309.jsonl,Real,0,0.3333333333333333,difficult,False
attrs@@src_attr__make.py@@add_hash_L1058.jsonl,Real,0,0.8,difficult,False
sympy__sympy-13286@@sympy.calculus.util.periodicity.jsonl,Swebench,0,0.6666666666666666,difficult,False
mwaskom__seaborn-3190@@seaborn._core.scales._setup.jsonl,Swebench,0,0.5555555555555556,difficult,False
matplotlib@@matplotlib_backends_registry.py@@list_all_L250.jsonl,Real,0,0.6,difficult,False
requests@@src_requests_utils.py@@should_bypass_proxies_L755.jsonl,Real,1,1,difficult,True
sympy@@sympy_polys_factortools.py@@dup_zz_factor_L639.jsonl,Real,0,0.5,difficult,False
scikit-learn__scikit-learn-13618@@sklearn.linear_model.bayes.fit.jsonl,Swebench,0,0.5,difficult,False
matplotlib@@matplotlib_ticker.py@@format_pct_L1582.jsonl,Real,0,0.7142857142857143,difficult,False
scikit-learn__scikit-learn-13241@@sklearn.decomposition.kernel_pca._fit_transform.jsonl,Swebench,0,0.19047619047619047,difficult,False
pydata__xarray-5126@@xarray.core.formatting._mapping_repr.jsonl,Swebench,0,0.0,difficult,False
sphinx-doc__sphinx-8264@@sphinx.util.typing._stringify_py37.jsonl,Swebench,0,0.75,difficult,False
scikit-learn@@sklearn_dummy.py@@predict_proba_L339.jsonl,Real,0,0.0,difficult,False
sympy@@sympy_multipledispatch_dispatcher.py@@add_L178.jsonl,Real,0,0.2,difficult,False
sympy@@sympy_polys_densearith.py@@dmp_sub_L633.jsonl,Real,0,0.0,difficult,False
sympy@@sympy_printing_str.py@@_print_Pow_L608.jsonl,Real,0,0.7857142857142857,difficult,False
django__django-15731@@django.db.models.manager.create_method.jsonl,Swebench,0,0.0,difficult,False
astropy__astropy-8519@@astropy.units.function.core.to.jsonl,Swebench,0,0.0,difficult,False
scikit-learn@@sklearn_impute__base.py@@transform_L595.jsonl,Real,0,0.8444444444444444,difficult,False
django__django-15018@@django.core.management.__init__.call_command.jsonl,Swebench,0,0.75,difficult,False
scikit-learn__scikit-learn-14237@@sklearn.compose._column_transformer.transform.jsonl,Swebench,0,0.5333333333333333,difficult,False
matplotlib@@matplotlib_colors.py@@_repr_html__L2140.jsonl,Real,0,0.0,difficult,False
scikit-learn@@sklearn_tree__classes.py@@_compute_missing_values_in_feature_mask_L194.jsonl,Real,0,0.5416666666666666,difficult,False
matplotlib@@matplotlib_gridspec.py@@get_grid_positions_L145.jsonl,Real,0,0.15384615384615385,difficult,False
scikit-learn@@sklearn_preprocessing__data.py@@fit_L899.jsonl,Real,0,0.0,difficult,False
attrs@@src_attr__make.py@@add_attrs_init_L1111.jsonl,Real,0,0.8,difficult,False
sympy@@sympy_core_exprtools.py@@mul_L857.jsonl,Real,0,0.6666666666666666,difficult,False
scikit-learn@@sklearn_preprocessing__label.py@@transform_L944.jsonl,Real,0,0.2,difficult,False
sympy@@sympy_matrices_expressions_blockmatrix.py@@__new___L80.jsonl,Real,0,0.0,difficult,False
requests@@src_requests_models.py@@prepare_url_L409.jsonl,Real,0,0.0,difficult,False
matplotlib@@matplotlib_font_manager.py@@get_fontconfig_pattern_L778.jsonl,Real,1,1,difficult,True
matplotlib@@matplotlib_path.py@@intersects_path_L667.jsonl,Real,0,0.4166666666666667,difficult,False
sympy@@sympy_ntheory_multinomial.py@@multinomial_coefficients_L55.jsonl,Real,0,0.75,difficult,False
scikit-learn__scikit-learn-11346@@sklearn.linear_model.om.orthogonal_mp_gram.jsonl,Swebench,0,0.0,difficult,False
scikit-learn__scikit-learn-25102@@sklearn.feature_selection._base.transform.jsonl,Swebench,0,0.18181818181818182,difficult,False
scikit-learn@@sklearn_pipeline.py@@fit_transform_L1862.jsonl,Real,0,0.5,difficult,False
matplotlib@@matplotlib_dviread.py@@_read_L331.jsonl,Real,0,0.16,difficult,False
sympy__sympy-13361@@sympy.core.evalf.get_integer_part.jsonl,Swebench,0,0.0,difficult,False
attrs@@src_attr__make.py@@build_class_L788.jsonl,Real,0,0.8,difficult,False
scikit-learn__scikit-learn-14544@@sklearn.compose._column_transformer.transform.jsonl,Swebench,0,0.42857142857142855,difficult,False
scikit-learn@@sklearn_utils__metadata_requests.py@@get_metadata_routing_L1550.jsonl,Real,0,0.2222222222222222,difficult,False
scikit-learn@@sklearn_pipeline.py@@__sklearn_tags___L1152.jsonl,Real,0,0.5555555555555556,difficult,False
sympy@@sympy_polys_factortools.py@@dmp_zz_wang_hensel_lifting_L939.jsonl,Real,0,0.0,difficult,False
RegexUtils@split.jsonl,Classeval,0,0.0,easy,False
scikit-learn__scikit-learn-13302@@sklearn.linear_model.ridge.ridge_regression.jsonl,Swebench,0,0.10256410256410256,easy,False
HumanEval_157.jsonl,HumanEval,1,1,easy,True
BinaryDataProcessor@calculate_binary_info.jsonl,Classeval,0,0.6666666666666666,easy,False
HumanEval_92.jsonl,HumanEval,1,1,easy,True
atcoder_ABC051_A.jsonl,Avatar,0,0.0,easy,False
cruxeval_360.jsonl,cruxeval,1,1,easy,True
cruxeval_93.jsonl,cruxeval,1,1.0,easy,False
SQLGenerator@select.jsonl,Classeval,0,0.0,easy,False
HumanEval_103.jsonl,HumanEval,0,0.0,easy,False
HumanEval_17.jsonl,HumanEval,0,0.6666666666666666,easy,False
atcoder_ABC168_C.jsonl,Avatar,0,0.0,easy,False
AreaCalculator@calculate_sphere_area.jsonl,Classeval,1,1.0,easy,False
RPGCharacter@level_up.jsonl,Classeval,0,0.75,easy,False
HumanEval_51.jsonl,HumanEval,1,1,easy,True
